user_id,t,action,reward,rationale_label,hour_of_day,is_weekend,temperature_c,precip_mm,weather_code,ctx_openness,ctx_conscientiousness,ctx_extraversion,ctx_agreeableness,ctx_neuroticism,ctx_novelty_seeking,ctx_budget_sensitivity,ctx_distance_tolerance,ctx_rating_focus,dem_age,dem_income,dem_pob_avg_income,dem_pob_food_variety_index,dem_gender_male,dem_gender_female,dem_gender_other,diff_dish_price,diff_delivery_time_min,diff_distance_km,diff_delivery_fee,diff_rating_avg,diff_num_reviews,diff_coupon_available,diff_sponsored,diff_cuisine_italian,diff_cuisine_mexican,diff_cuisine_sushi,diff_cuisine_indian,diff_cuisine_american,diff_cuisine_chinese,diff_cuisine_thai,diff_cuisine_pizza,diff_cuisine_burgers,A_name,B_name
USER_001,0,B,0.0,rating,8,0,28.5,2.9,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,25.0,-3.0,0.25,-3.0,-0.10000000000000053,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Sushi Hub — Thai,Casa Mexicana — Burgers
USER_001,1,B,0.0,eta,8,0,36.8,0.2,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,10.0,9.0,-1.4799999999999995,-16.0,-0.6000000000000001,46.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,Bombay Bowl — Burgers,Curry Leaf — Indian
USER_001,2,A,0.0,sponsored,14,0,13.9,0.3,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-8.0,12.0,-0.7600000000000002,-16.0,0.40000000000000036,-41.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,Sushi Hub — Thai,Casa Mexicana — American
USER_001,3,A,0.0,sponsored,11,1,24.1,2.0,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-220.0,5.0,0.18999999999999995,-11.0,-0.49999999999999956,-112.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,Taco Loco — American,Burger Yard — Sushi
USER_001,4,B,0.0,discount,15,0,24.1,4.2,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,64.0,-4.0,2.37,35.0,0.5,161.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dragon Wok — Thai,Noodle House — Italian
USER_001,5,B,0.0,rating,16,0,20.3,0.7,snow,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,148.0,-3.0,-5.7,5.0,-0.2999999999999998,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Casa Mexicana — Italian,Basilico — Burgers
USER_001,6,A,0.0,popular,16,0,16.3,1.3,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-6.0,-15.0,2.23,9.0,-0.7999999999999998,147.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Curry Leaf — Italian,Noodle House — Burgers
USER_001,7,A,0.0,eta,11,0,11.7,0.9,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-78.0,-5.0,3.0,-21.0,-0.09999999999999964,-643.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,Dragon Wok — Thai,Spice Route — American
USER_001,8,B,0.0,popular,14,0,17.6,0.0,cloudy,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,204.0,-35.0,-0.72,36.0,-0.7999999999999998,-66.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,Casa Mexicana — Sushi,Taco Loco — Indian
USER_001,9,B,0.0,popular,17,1,20.7,1.9,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,128.0,-11.0,-0.3900000000000001,-18.0,0.7999999999999998,-89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Bombay Bowl — Pizza,Sushi Hub — Burgers
USER_001,10,A,0.0,popular,21,0,25.1,1.6,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-85.0,13.0,-3.54,17.0,-0.10000000000000053,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taco Loco — American,Taco Loco — American
USER_001,11,B,0.0,popular,16,0,28.5,4.6,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,35.0,-23.0,-1.69,48.0,0.20000000000000018,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noodle House — American,Dragon Wok — American
USER_001,12,A,0.0,popular,19,0,28.9,3.1,hot,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-85.0,-9.0,-2.2100000000000004,-15.0,-0.09999999999999964,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,Curry Leaf — Indian,Bombay Bowl — Thai
USER_001,13,B,0.0,rating,20,0,14.4,0.0,cloudy,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,168.0,-2.0,0.07000000000000028,-29.0,-0.6000000000000001,12.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Taco Loco — Sushi,Mama Mia Pizza — Italian
USER_001,14,A,0.0,popular,7,1,12.0,0.0,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-62.0,7.0,0.8299999999999998,12.0,0.9999999999999996,183.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,Tokyo Bites — Italian,Mama Mia Pizza — Pizza
USER_001,15,A,0.0,popular,15,0,29.6,0.0,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-206.0,-16.0,-0.3799999999999999,3.0,-0.2999999999999998,181.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,Noodle House — Indian,Bombay Bowl — Thai
USER_001,16,B,0.0,rating,22,0,35.6,3.2,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,11.0,-2.0,0.5399999999999996,21.0,-0.3000000000000007,135.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,Tokyo Bites — Italian,Sushi Hub — Chinese
USER_001,17,B,0.0,popular,22,1,26.7,0.4,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,48.0,-20.0,-2.1100000000000003,8.0,0.2999999999999998,-80.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burger Yard — Italian,Mama Mia Pizza — Mexican
USER_001,18,B,0.0,popular,21,0,33.4,0.3,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,112.0,-14.0,0.6499999999999999,7.0,0.20000000000000018,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Basilico — Thai,Sushi Hub — Burgers
USER_001,19,A,0.0,popular,18,0,18.7,0.9,hot,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-77.0,24.0,-0.8899999999999997,-21.0,-0.19999999999999973,16.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Dragon Wok — Chinese,Mama Mia Pizza — Mexican
USER_001,20,A,0.0,popular,23,0,16.7,1.5,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-97.0,-24.0,-2.59,19.0,-0.40000000000000036,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,Noodle House — Chinese,Sushi Hub — Thai
USER_001,21,A,0.0,popular,20,1,25.6,0.0,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-30.0,8.0,0.6799999999999999,-35.0,-0.20000000000000018,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,Bombay Bowl — Thai,Saffron & Co — Pizza
USER_001,22,B,0.0,eta,19,0,21.7,4.7,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,41.0,1.0,1.2599999999999998,12.0,-0.20000000000000018,112.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,Urban Fork — Chinese,Bombay Bowl — Indian
USER_001,23,B,0.0,eta,10,0,26.3,0.7,cloudy,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,165.0,2.0,2.15,7.0,0.7000000000000002,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Taco Loco — Pizza,Noodle House — Burgers
USER_001,24,B,0.0,popular,22,1,27.4,0.6,cloudy,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,102.0,-1.0,-2.2100000000000004,-7.0,-0.7999999999999998,-6.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Saffron & Co — Thai,Dragon Wok — Italian
USER_001,25,B,0.0,popular,11,1,28.7,2.6,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,129.0,14.0,-0.010000000000000009,-56.0,-0.7000000000000002,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Dragon Wok — Thai,Curry Leaf — Burgers
USER_001,26,B,0.0,eta,20,1,13.3,1.2,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,134.0,18.0,-0.6600000000000001,-9.0,0.5,-15.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Mama Mia Pizza — Italian,Urban Fork — Thai
USER_001,27,B,0.0,rating,23,0,13.3,0.8,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,147.0,-2.0,-0.5100000000000002,-7.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Basilico — Mexican,Spice Route — Burgers
USER_001,28,A,0.0,popular,22,0,17.0,0.0,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,22.0,-21.0,1.7700000000000005,-51.0,0.20000000000000018,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mama Mia Pizza — Pizza,Taco Loco — Pizza
USER_001,29,B,0.0,popular,19,1,24.2,1.6,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,230.0,-19.0,0.5800000000000001,0.0,-0.8999999999999999,-7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,Saffron & Co — Sushi,Sushi Hub — American
USER_001,30,A,0.0,discount,12,0,29.7,0.0,cold,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-106.0,19.0,0.6400000000000001,-32.0,-0.10000000000000009,-57.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dragon Wok — Pizza,Taco Loco — Italian
USER_001,31,B,0.0,discount,9,1,24.4,0.0,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,-3.0,-5.0,-1.3399999999999999,20.0,0.39999999999999947,49.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bombay Bowl — Chinese,Casa Mexicana — Italian
USER_001,32,B,0.0,popular,9,0,17.1,0.8,clear,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,56.0,-5.0,1.4700000000000002,-16.0,0.09999999999999964,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bombay Bowl — Mexican,Mama Mia Pizza — Mexican
USER_001,33,B,0.0,popular,12,0,24.2,0.4,rain,0.7,0.6,0.5,0.6,0.4,0.6099999999999999,0.44418595009349493,0.31999999999999995,0.6,25,407364.1255420119,324081.97702039406,0.3503920636502214,1.0,0.0,0.0,79.0,5.0,-2.06,22.0,0.0,-117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,Bombay Bowl — American,Curry Leaf — Burgers
